"DATE","GEOGRAPHY_CODE","VARIABLE_NAME","MEASURES_NAME","OBS_VALUE","OBS_STATUS","OBS_CONF"
"2012-12","E08000021","% with RQF1+ - aged 16-64","Variable",,"F","F"
"2012-12","E08000021","% with RQF1+ - aged 16-64","Numerator",,"F","F"
"2012-12","E08000021","% with RQF1+ - aged 16-64","Denominator",,"F","F"
"2012-12","E08000021","% with RQF1+ - aged 16-64","Confidence",,"Q","F"
"2012-12","E08000021","% with other qualifications (RQF) - aged 16-64","Variable",,"F","F"
"2012-12","E08000021","% with other qualifications (RQF) - aged 16-64","Numerator",,"F","F"
"2012-12","E08000021","% with other qualifications (RQF) - aged 16-64","Denominator",,"F","F"
"2012-12","E08000021","% with other qualifications (RQF) - aged 16-64","Confidence",,"Q","F"
"2012-12","E08000021","% with no qualifications (RQF) - aged 16-64","Variable",,"F","F"
"2012-12","E08000021","% with no qualifications (RQF) - aged 16-64","Numerator",,"F","F"
"2012-12","E08000021","% with no qualifications (RQF) - aged 16-64","Denominator",,"F","F"
"2012-12","E08000021","% with no qualifications (RQF) - aged 16-64","Confidence",,"Q","F"
"2013-12","E08000021","Economic activity rate - aged 16-64","Variable",66.6,"A","F"
"2013-12","E08000021","Economic activity rate - aged 16-64","Numerator",129300,"A","F"
"2013-12","E08000021","Economic activity rate - aged 16-64","Denominator",194200,"A","F"
"2013-12","E08000021","Economic activity rate - aged 16-64","Confidence",2.7,"A","F"
"2013-12","E08000021","Employment rate - aged 16-64","Variable",59.1,"A","F"
"2013-12","E08000021","Employment rate - aged 16-64","Numerator",114800,"A","F"
"2013-12","E08000021","Employment rate - aged 16-64","Denominator",194200,"A","F"
"2013-12","E08000021","Employment rate - aged 16-64","Confidence",2.8,"A","F"
"2013-12","E08000021","% aged 16-64 who are employees","Variable",51.3,"A","F"
"2013-12","E08000021","% aged 16-64 who are employees","Numerator",99700,"A","F"
"2013-12","E08000021","% aged 16-64 who are employees","Denominator",194200,"A","F"
"2013-12","E08000021","% aged 16-64 who are employees","Confidence",2.9,"A","F"
"2013-12","E08000021","% aged 16-64 who are self employed","Variable",6.8,"A","F"
"2013-12","E08000021","% aged 16-64 who are self employed","Numerator",13300,"A","F"
"2013-12","E08000021","% aged 16-64 who are self employed","Denominator",194200,"A","F"
"2013-12","E08000021","% aged 16-64 who are self employed","Confidence",1.5,"A","F"
"2013-12","E08000021","Unemployment rate - aged 16-64 ","Variable",11.2,"A","F"
"2013-12","E08000021","Unemployment rate - aged 16-64 ","Numerator",14500,"A","F"
"2013-12","E08000021","Unemployment rate - aged 16-64 ","Denominator",129300,"A","F"
"2013-12","E08000021","Unemployment rate - aged 16-64 ","Confidence",2.2,"A","F"
"2013-12","E08000021","Unemployment rate - aged 16+","Variable",11.1,"A","F"
"2013-12","E08000021","Unemployment rate - aged 16+","Numerator",14700,"A","F"
"2013-12","E08000021","Unemployment rate - aged 16+","Denominator",131700,"A","F"
"2013-12","E08000021","Unemployment rate - aged 16+","Confidence",2.2,"A","F"
"2013-12","E08000021","% who are economically inactive - aged 16-64","Variable",33.4,"A","F"
"2013-12","E08000021","% who are economically inactive - aged 16-64","Numerator",64900,"A","F"
"2013-12","E08000021","% who are economically inactive - aged 16-64","Denominator",194200,"A","F"
"2013-12","E08000021","% who are economically inactive - aged 16-64","Confidence",2.7,"A","F"
"2013-12","E08000021","% of economically inactive who want a job","Variable",12.6,"A","F"
"2013-12","E08000021","% of economically inactive who want a job","Numerator",8200,"A","F"
"2013-12","E08000021","% of economically inactive who want a job","Denominator",64900,"A","F"
"2013-12","E08000021","% of economically inactive who want a job","Confidence",3.4,"A","F"
"2013-12","E08000021","% of economically inactive who do not want a job","Variable",87.4,"A","F"
"2013-12","E08000021","% of economically inactive who do not want a job","Numerator",56700,"A","F"
"2013-12","E08000021","% of economically inactive who do not want a job","Denominator",64900,"A","F"
"2013-12","E08000021","% of economically inactive who do not want a job","Confidence",3.4,"A","F"
"2013-12","E08000021","% all in employment who are - 1: managers, directors and senior officials (SOC2020)","Variable",,"Q","F"
"2013-12","E08000021","% all in employment who are - 1: managers, directors and senior officials (SOC2020)","Numerator",,"Q","F"
"2013-12","E08000021","% all in employment who are - 1: managers, directors and senior officials (SOC2020)","Denominator",,"Q","F"
"2013-12","E08000021","% all in employment who are - 1: managers, directors and senior officials (SOC2020)","Confidence",,"Q","F"
"2013-12","E08000021","% all in employment who are - 2: professional occupations (SOC2020)","Variable",,"Q","F"
"2013-12","E08000021","% all in employment who are - 2: professional occupations (SOC2020)","Numerator",,"Q","F"
"2013-12","E08000021","% all in employment who are - 2: professional occupations (SOC2020)","Denominator",,"Q","F"
"2013-12","E08000021","% all in employment who are - 2: professional occupations (SOC2020)","Confidence",,"Q","F"
"2013-12","E08000021","% all in employment who are - 3: associate professional occupations (SOC2020)","Variable",,"Q","F"
"2013-12","E08000021","% all in employment who are - 3: associate professional occupations (SOC2020)","Numerator",,"Q","F"
"2013-12","E08000021","% all in employment who are - 3: associate professional occupations (SOC2020)","Denominator",,"Q","F"
"2013-12","E08000021","% all in employment who are - 3: associate professional occupations (SOC2020)","Confidence",,"Q","F"
"2013-12","E08000021","% all in employment who are - 4: administrative and secretarial occupations (SOC2020)","Variable",,"Q","F"
"2013-12","E08000021","% all in employment who are - 4: administrative and secretarial occupations (SOC2020)","Numerator",,"Q","F"
"2013-12","E08000021","% all in employment who are - 4: administrative and secretarial occupations (SOC2020)","Denominator",,"Q","F"
"2013-12","E08000021","% all in employment who are - 4: administrative and secretarial occupations (SOC2020)","Confidence",,"Q","F"
"2013-12","E08000021","% all in employment who are - 5: skilled trades occupations (SOC2020)","Variable",,"Q","F"
"2013-12","E08000021","% all in employment who are - 5: skilled trades occupations (SOC2020)","Numerator",,"Q","F"
"2013-12","E08000021","% all in employment who are - 5: skilled trades occupations (SOC2020)","Denominator",,"Q","F"
"2013-12","E08000021","% all in employment who are - 5: skilled trades occupations (SOC2020)","Confidence",,"Q","F"
"2013-12","E08000021","% all in employment who are - 6: caring, leisure and other service occupations (SOC2020)","Variable",,"Q","F"
"2013-12","E08000021","% all in employment who are - 6: caring, leisure and other service occupations (SOC2020)","Numerator",,"Q","F"
"2013-12","E08000021","% all in employment who are - 6: caring, leisure and other service occupations (SOC2020)","Denominator",,"Q","F"
"2013-12","E08000021","% all in employment who are - 6: caring, leisure and other service occupations (SOC2020)","Confidence",,"Q","F"
"2013-12","E08000021","% all in employment who are - 7: sales and customer service occupations (SOC2020)","Variable",,"Q","F"
"2013-12","E08000021","% all in employment who are - 7: sales and customer service occupations (SOC2020)","Numerator",,"Q","F"
"2013-12","E08000021","% all in employment who are - 7: sales and customer service occupations (SOC2020)","Denominator",,"Q","F"
"2013-12","E08000021","% all in employment who are - 7: sales and customer service occupations (SOC2020)","Confidence",,"Q","F"
"2013-12","E08000021","% all in employment who are - 8: process, plant and machine operatives (SOC2020)","Variable",,"Q","F"
"2013-12","E08000021","% all in employment who are - 8: process, plant and machine operatives (SOC2020)","Numerator",,"Q","F"
"2013-12","E08000021","% all in employment who are - 8: process, plant and machine operatives (SOC2020)","Denominator",,"Q","F"
"2013-12","E08000021","% all in employment who are - 8: process, plant and machine operatives (SOC2020)","Confidence",,"Q","F"
"2013-12","E08000021","% all in employment who are - 9: elementary occupations (SOC2020)","Variable",,"Q","F"
"2013-12","E08000021","% all in employment who are - 9: elementary occupations (SOC2020)","Numerator",,"Q","F"
"2013-12","E08000021","% all in employment who are - 9: elementary occupations (SOC2020)","Denominator",,"Q","F"
"2013-12","E08000021","% all in employment who are - 9: elementary occupations (SOC2020)","Confidence",,"Q","F"
"2013-12","E08000021","aged 16-64 employment rate - ethnic minority","Variable",44.3,"A","F"
"2013-12","E08000021","aged 16-64 employment rate - ethnic minority","Numerator",12400,"A","F"
"2013-12","E08000021","aged 16-64 employment rate - ethnic minority","Denominator",28000,"A","F"
"2013-12","E08000021","aged 16-64 employment rate - ethnic minority","Confidence",12.2,"A","F"
"2013-12","E08000021","16+ unemployment rate - ethnic minority","Variable",15.5,"A","F"
"2013-12","E08000021","16+ unemployment rate - ethnic minority","Numerator",2300,"A","F"
"2013-12","E08000021","16+ unemployment rate - ethnic minority","Denominator",14700,"A","F"
"2013-12","E08000021","16+ unemployment rate - ethnic minority","Confidence",12.1,"A","F"
"2013-12","E08000021","% of  ethnic minority aged 16-64 who are economically inactive","Variable",47.5,"A","F"
"2013-12","E08000021","% of  ethnic minority aged 16-64 who are economically inactive","Numerator",13300,"A","F"
"2013-12","E08000021","% of  ethnic minority aged 16-64 who are economically inactive","Denominator",28000,"A","F"
"2013-12","E08000021","% of  ethnic minority aged 16-64 who are economically inactive","Confidence",12.3,"A","F"
"2013-12","E08000021","% with RQF4+ - aged 16-64","Variable",,"F","F"
"2013-12","E08000021","% with RQF4+ - aged 16-64","Numerator",,"F","F"
"2013-12","E08000021","% with RQF4+ - aged 16-64","Denominator",,"F","F"
"2013-12","E08000021","% with RQF4+ - aged 16-64","Confidence",,"Q","F"
"2013-12","E08000021","% with RQF3+ - aged 16-64","Variable",,"F","F"
"2013-12","E08000021","% with RQF3+ - aged 16-64","Numerator",,"F","F"
"2013-12","E08000021","% with RQF3+ - aged 16-64","Denominator",,"F","F"
"2013-12","E08000021","% with RQF3+ - aged 16-64","Confidence",,"Q","F"
"2013-12","E08000021","% with RQF2+ - aged 16-64","Variable",,"F","F"
"2013-12","E08000021","% with RQF2+ - aged 16-64","Numerator",,"F","F"
"2013-12","E08000021","% with RQF2+ - aged 16-64","Denominator",,"F","F"
"2013-12","E08000021","% with RQF2+ - aged 16-64","Confidence",,"Q","F"
"2013-12","E08000021","% with RQF1+ - aged 16-64","Variable",,"F","F"
"2013-12","E08000021","% with RQF1+ - aged 16-64","Numerator",,"F","F"
"2013-12","E08000021","% with RQF1+ - aged 16-64","Denominator",,"F","F"
"2013-12","E08000021","% with RQF1+ - aged 16-64","Confidence",,"Q","F"
"2013-12","E08000021","% with other qualifications (RQF) - aged 16-64","Variable",,"F","F"
"2013-12","E08000021","% with other qualifications (RQF) - aged 16-64","Numerator",,"F","F"
"2013-12","E08000021","% with other qualifications (RQF) - aged 16-64","Denominator",,"F","F"
"2013-12","E08000021","% with other qualifications (RQF) - aged 16-64","Confidence",,"Q","F"
"2013-12","E08000021","% with no qualifications (RQF) - aged 16-64","Variable",,"F","F"
"2013-12","E08000021","% with no qualifications (RQF) - aged 16-64","Numerator",,"F","F"
"2013-12","E08000021","% with no qualifications (RQF) - aged 16-64","Denominator",,"F","F"
"2013-12","E08000021","% with no qualifications (RQF) - aged 16-64","Confidence",,"Q","F"
"2014-12","E08000021","Economic activity rate - aged 16-64","Variable",72.2,"A","F"
"2014-12","E08000021","Economic activity rate - aged 16-64","Numerator",141400,"A","F"
"2014-12","E08000021","Economic activity rate - aged 16-64","Denominator",196000,"A","F"
"2014-12","E08000021","Economic activity rate - aged 16-64","Confidence",2.6,"A","F"
"2014-12","E08000021","Employment rate - aged 16-64","Variable",64.7,"A","F"
"2014-12","E08000021","Employment rate - aged 16-64","Numerator",126800,"A","F"
"2014-12","E08000021","Employment rate - aged 16-64","Denominator",196000,"A","F"
"2014-12","E08000021","Employment rate - aged 16-64","Confidence",2.8,"A","F"
"2014-12","E08000021","% aged 16-64 who are employees","Variable",56.9,"A","F"
"2014-12","E08000021","% aged 16-64 who are employees","Numerator",111500,"A","F"
"2014-12","E08000021","% aged 16-64 who are employees","Denominator",196000,"A","F"
"2014-12","E08000021","% aged 16-64 who are employees","Confidence",2.9,"A","F"
"2014-12","E08000021","% aged 16-64 who are self employed","Variable",7.6,"A","F"
"2014-12","E08000021","% aged 16-64 who are self employed","Numerator",14900,"A","F"
"2014-12","E08000021","% aged 16-64 who are self employed","Denominator",196000,"A","F"
"2014-12","E08000021","% aged 16-64 who are self employed","Confidence",1.5,"A","F"
"2014-12","E08000021","Unemployment rate - aged 16-64 ","Variable",10.3,"A","F"
"2014-12","E08000021","Unemployment rate - aged 16-64 ","Numerator",14600,"A","F"
"2014-12","E08000021","Unemployment rate - aged 16-64 ","Denominator",141400,"A","F"
"2014-12","E08000021","Unemployment rate - aged 16-64 ","Confidence",2.1,"A","F"
"2014-12","E08000021","Unemployment rate - aged 16+","Variable",10.2,"A","F"
"2014-12","E08000021","Unemployment rate - aged 16+","Numerator",14600,"A","F"
"2014-12","E08000021","Unemployment rate - aged 16+","Denominator",143400,"A","F"
"2014-12","E08000021","Unemployment rate - aged 16+","Confidence",2.1,"A","F"
"2014-12","E08000021","% who are economically inactive - aged 16-64","Variable",27.8,"A","F"
"2014-12","E08000021","% who are economically inactive - aged 16-64","Numerator",54600,"A","F"
"2014-12","E08000021","% who are economically inactive - aged 16-64","Denominator",196000,"A","F"
"2014-12","E08000021","% who are economically inactive - aged 16-64","Confidence",2.6,"A","F"
"2014-12","E08000021","% of economically inactive who want a job","Variable",18.3,"A","F"
"2014-12","E08000021","% of economically inactive who want a job","Numerator",10000,"A","F"
"2014-12","E08000021","% of economically inactive who want a job","Denominator",54600,"A","F"
"2014-12","E08000021","% of economically inactive who want a job","Confidence",4.3,"A","F"
"2014-12","E08000021","% of economically inactive who do not want a job","Variable",81.7,"A","F"
"2014-12","E08000021","% of economically inactive who do not want a job","Numerator",44500,"A","F"
"2014-12","E08000021","% of economically inactive who do not want a job","Denominator",54600,"A","F"
"2014-12","E08000021","% of economically inactive who do not want a job","Confidence",4.3,"A","F"
"2014-12","E08000021","% all in employment who are - 1: managers, directors and senior officials (SOC2020)","Variable",,"Q","F"
"2014-12","E08000021","% all in employment who are - 1: managers, directors and senior officials (SOC2020)","Numerator",,"Q","F"
"2014-12","E08000021","% all in employment who are - 1: managers, directors and senior officials (SOC2020)","Denominator",,"Q","F"
"2014-12","E08000021","% all in employment who are - 1: managers, directors and senior officials (SOC2020)","Confidence",,"Q","F"
"2014-12","E08000021","% all in employment who are - 2: professional occupations (SOC2020)","Variable",,"Q","F"
"2014-12","E08000021","% all in employment who are - 2: professional occupations (SOC2020)","Numerator",,"Q","F"
"2014-12","E08000021","% all in employment who are - 2: professional occupations (SOC2020)","Denominator",,"Q","F"
"2014-12","E08000021","% all in employment who are - 2: professional occupations (SOC2020)","Confidence",,"Q","F"
"2014-12","E08000021","% all in employment who are - 3: associate professional occupations (SOC2020)","Variable",,"Q","F"
"2014-12","E08000021","% all in employment who are - 3: associate professional occupations (SOC2020)","Numerator",,"Q","F"
"2014-12","E08000021","% all in employment who are - 3: associate professional occupations (SOC2020)","Denominator",,"Q","F"
"2014-12","E08000021","% all in employment who are - 3: associate professional occupations (SOC2020)","Confidence",,"Q","F"
"2014-12","E08000021","% all in employment who are - 4: administrative and secretarial occupations (SOC2020)","Variable",,"Q","F"
"2014-12","E08000021","% all in employment who are - 4: administrative and secretarial occupations (SOC2020)","Numerator",,"Q","F"
"2014-12","E08000021","% all in employment who are - 4: administrative and secretarial occupations (SOC2020)","Denominator",,"Q","F"
"2014-12","E08000021","% all in employment who are - 4: administrative and secretarial occupations (SOC2020)","Confidence",,"Q","F"
"2014-12","E08000021","% all in employment who are - 5: skilled trades occupations (SOC2020)","Variable",,"Q","F"
"2014-12","E08000021","% all in employment who are - 5: skilled trades occupations (SOC2020)","Numerator",,"Q","F"
"2014-12","E08000021","% all in employment who are - 5: skilled trades occupations (SOC2020)","Denominator",,"Q","F"
"2014-12","E08000021","% all in employment who are - 5: skilled trades occupations (SOC2020)","Confidence",,"Q","F"
"2014-12","E08000021","% all in employment who are - 6: caring, leisure and other service occupations (SOC2020)","Variable",,"Q","F"
"2014-12","E08000021","% all in employment who are - 6: caring, leisure and other service occupations (SOC2020)","Numerator",,"Q","F"
"2014-12","E08000021","% all in employment who are - 6: caring, leisure and other service occupations (SOC2020)","Denominator",,"Q","F"
"2014-12","E08000021","% all in employment who are - 6: caring, leisure and other service occupations (SOC2020)","Confidence",,"Q","F"
"2014-12","E08000021","% all in employment who are - 7: sales and customer service occupations (SOC2020)","Variable",,"Q","F"
"2014-12","E08000021","% all in employment who are - 7: sales and customer service occupations (SOC2020)","Numerator",,"Q","F"
"2014-12","E08000021","% all in employment who are - 7: sales and customer service occupations (SOC2020)","Denominator",,"Q","F"
"2014-12","E08000021","% all in employment who are - 7: sales and customer service occupations (SOC2020)","Confidence",,"Q","F"
"2014-12","E08000021","% all in employment who are - 8: process, plant and machine operatives (SOC2020)","Variable",,"Q","F"
"2014-12","E08000021","% all in employment who are - 8: process, plant and machine operatives (SOC2020)","Numerator",,"Q","F"
"2014-12","E08000021","% all in employment who are - 8: process, plant and machine operatives (SOC2020)","Denominator",,"Q","F"
"2014-12","E08000021","% all in employment who are - 8: process, plant and machine operatives (SOC2020)","Confidence",,"Q","F"
"2014-12","E08000021","% all in employment who are - 9: elementary occupations (SOC2020)","Variable",,"Q","F"
"2014-12","E08000021","% all in employment who are - 9: elementary occupations (SOC2020)","Numerator",,"Q","F"
"2014-12","E08000021","% all in employment who are - 9: elementary occupations (SOC2020)","Denominator",,"Q","F"
"2014-12","E08000021","% all in employment who are - 9: elementary occupations (SOC2020)","Confidence",,"Q","F"
"2014-12","E08000021","aged 16-64 employment rate - ethnic minority","Variable",51.3,"A","F"
"2014-12","E08000021","aged 16-64 employment rate - ethnic minority","Numerator",12900,"A","F"
"2014-12","E08000021","aged 16-64 employment rate - ethnic minority","Denominator",25200,"A","F"
"2014-12","E08000021","aged 16-64 employment rate - ethnic minority","Confidence",13.0,"A","F"
"2014-12","E08000021","16+ unemployment rate - ethnic minority","Variable",13.0,"A","F"
"2014-12","E08000021","16+ unemployment rate - ethnic minority","Numerator",1900,"A","F"
"2014-12","E08000021","16+ unemployment rate - ethnic minority","Denominator",14800,"A","F"
"2014-12","E08000021","16+ unemployment rate - ethnic minority","Confidence",11.3,"A","F"
"2014-12","E08000021","% of  ethnic minority aged 16-64 who are economically inactive","Variable",41.0,"A","F"
"2014-12","E08000021","% of  ethnic minority aged 16-64 who are economically inactive","Numerator",10300,"A","F"
"2014-12","E08000021","% of  ethnic minority aged 16-64 who are economically inactive","Denominator",25200,"A","F"
"2014-12","E08000021","% of  ethnic minority aged 16-64 who are economically inactive","Confidence",12.8,"A","F"
"2014-12","E08000021","% with RQF4+ - aged 16-64","Variable",,"F","F"
"2014-12","E08000021","% with RQF4+ - aged 16-64","Numerator",,"F","F"
"2014-12","E08000021","% with RQF4+ - aged 16-64","Denominator",,"F","F"
"2014-12","E08000021","% with RQF4+ - aged 16-64","Confidence",,"Q","F"
"2014-12","E08000021","% with RQF3+ - aged 16-64","Variable",,"F","F"
"2014-12","E08000021","% with RQF3+ - aged 16-64","Numerator",,"F","F"
"2014-12","E08000021","% with RQF3+ - aged 16-64","Denominator",,"F","F"
"2014-12","E08000021","% with RQF3+ - aged 16-64","Confidence",,"Q","F"
"2014-12","E08000021","% with RQF2+ - aged 16-64","Variable",,"F","F"
"2014-12","E08000021","% with RQF2+ - aged 16-64","Numerator",,"F","F"
"2014-12","E08000021","% with RQF2+ - aged 16-64","Denominator",,"F","F"
"2014-12","E08000021","% with RQF2+ - aged 16-64","Confidence",,"Q","F"
"2014-12","E08000021","% with RQF1+ - aged 16-64","Variable",,"F","F"
"2014-12","E08000021","% with RQF1+ - aged 16-64","Numerator",,"F","F"
"2014-12","E08000021","% with RQF1+ - aged 16-64","Denominator",,"F","F"
"2014-12","E08000021","% with RQF1+ - aged 16-64","Confidence",,"Q","F"
"2014-12","E08000021","% with other qualifications (RQF) - aged 16-64","Variable",,"F","F"
"2014-12","E08000021","% with other qualifications (RQF) - aged 16-64","Numerator",,"F","F"
"2014-12","E08000021","% with other qualifications (RQF) - aged 16-64","Denominator",,"F","F"
"2014-12","E08000021","% with other qualifications (RQF) - aged 16-64","Confidence",,"Q","F"
"2014-12","E08000021","% with no qualifications (RQF) - aged 16-64","Variable",,"F","F"
"2014-12","E08000021","% with no qualifications (RQF) - aged 16-64","Numerator",,"F","F"
"2014-12","E08000021","% with no qualifications (RQF) - aged 16-64","Denominator",,"F","F"
"2014-12","E08000021","% with no qualifications (RQF) - aged 16-64","Confidence",,"Q","F"
"2015-12","E08000021","Economic activity rate - aged 16-64","Variable",71.7,"A","F"
"2015-12","E08000021","Economic activity rate - aged 16-64","Numerator",142000,"A","F"
"2015-12","E08000021","Economic activity rate - aged 16-64","Denominator",197900,"A","F"
"2015-12","E08000021","Economic activity rate - aged 16-64","Confidence",2.7,"A","F"
"2015-12","E08000021","Employment rate - aged 16-64","Variable",65.1,"A","F"
"2015-12","E08000021","Employment rate - aged 16-64","Numerator",128900,"A","F"
"2015-12","E08000021","Employment rate - aged 16-64","Denominator",197900,"A","F"
"2015-12","E08000021","Employment rate - aged 16-64","Confidence",2.9,"A","F"
"2015-12","E08000021","% aged 16-64 who are employees","Variable",57.6,"A","F"
"2015-12","E08000021","% aged 16-64 who are employees","Numerator",114000,"A","F"
"2015-12","E08000021","% aged 16-64 who are employees","Denominator",197900,"A","F"
"2015-12","E08000021","% aged 16-64 who are employees","Confidence",3.0,"A","F"
"2015-12","E08000021","% aged 16-64 who are self employed","Variable",7.1,"A","F"
"2015-12","E08000021","% aged 16-64 who are self employed","Numerator",14000,"A","F"
"2015-12","E08000021","% aged 16-64 who are self employed","Denominator",197900,"A","F"
"2015-12","E08000021","% aged 16-64 who are self employed","Confidence",1.5,"A","F"
"2015-12","E08000021","Unemployment rate - aged 16-64 ","Variable",9.2,"A","F"
"2015-12","E08000021","Unemployment rate - aged 16-64 ","Numerator",13100,"A","F"
"2015-12","E08000021","Unemployment rate - aged 16-64 ","Denominator",142000,"A","F"
"2015-12","E08000021","Unemployment rate - aged 16-64 ","Confidence",2.1,"A","F"
"2015-12","E08000021","Unemployment rate - aged 16+","Variable",9.1,"A","F"
"2015-12","E08000021","Unemployment rate - aged 16+","Numerator",13100,"A","F"
"2015-12","E08000021","Unemployment rate - aged 16+","Denominator",143600,"A","F"
"2015-12","E08000021","Unemployment rate - aged 16+","Confidence",2.0,"A","F"
"2015-12","E08000021","% who are economically inactive - aged 16-64","Variable",28.3,"A","F"
"2015-12","E08000021","% who are economically inactive - aged 16-64","Numerator",55900,"A","F"
"2015-12","E08000021","% who are economically inactive - aged 16-64","Denominator",197900,"A","F"
"2015-12","E08000021","% who are economically inactive - aged 16-64","Confidence",2.7,"A","F"
"2015-12","E08000021","% of economically inactive who want a job","Variable",22.5,"A","F"
"2015-12","E08000021","% of economically inactive who want a job","Numerator",12600,"A","F"
"2015-12","E08000021","% of economically inactive who want a job","Denominator",55900,"A","F"
"2015-12","E08000021","% of economically inactive who want a job","Confidence",4.7,"A","F"
"2015-12","E08000021","% of economically inactive who do not want a job","Variable",77.5,"A","F"
"2015-12","E08000021","% of economically inactive who do not want a job","Numerator",43300,"A","F"
"2015-12","E08000021","% of economically inactive who do not want a job","Denominator",55900,"A","F"
"2015-12","E08000021","% of economically inactive who do not want a job","Confidence",4.7,"A","F"
"2015-12","E08000021","% all in employment who are - 1: managers, directors and senior officials (SOC2020)","Variable",,"Q","F"
"2015-12","E08000021","% all in employment who are - 1: managers, directors and senior officials (SOC2020)","Numerator",,"Q","F"
"2015-12","E08000021","% all in employment who are - 1: managers, directors and senior officials (SOC2020)","Denominator",,"Q","F"
"2015-12","E08000021","% all in employment who are - 1: managers, directors and senior officials (SOC2020)","Confidence",,"Q","F"
"2015-12","E08000021","% all in employment who are - 2: professional occupations (SOC2020)","Variable",,"Q","F"
"2015-12","E08000021","% all in employment who are - 2: professional occupations (SOC2020)","Numerator",,"Q","F"
"2015-12","E08000021","% all in employment who are - 2: professional occupations (SOC2020)","Denominator",,"Q","F"
"2015-12","E08000021","% all in employment who are - 2: professional occupations (SOC2020)","Confidence",,"Q","F"
"2015-12","E08000021","% all in employment who are - 3: associate professional occupations (SOC2020)","Variable",,"Q","F"
"2015-12","E08000021","% all in employment who are - 3: associate professional occupations (SOC2020)","Numerator",,"Q","F"
"2015-12","E08000021","% all in employment who are - 3: associate professional occupations (SOC2020)","Denominator",,"Q","F"
"2015-12","E08000021","% all in employment who are - 3: associate professional occupations (SOC2020)","Confidence",,"Q","F"
"2015-12","E08000021","% all in employment who are - 4: administrative and secretarial occupations (SOC2020)","Variable",,"Q","F"
"2015-12","E08000021","% all in employment who are - 4: administrative and secretarial occupations (SOC2020)","Numerator",,"Q","F"
"2015-12","E08000021","% all in employment who are - 4: administrative and secretarial occupations (SOC2020)","Denominator",,"Q","F"
"2015-12","E08000021","% all in employment who are - 4: administrative and secretarial occupations (SOC2020)","Confidence",,"Q","F"
"2015-12","E08000021","% all in employment who are - 5: skilled trades occupations (SOC2020)","Variable",,"Q","F"
"2015-12","E08000021","% all in employment who are - 5: skilled trades occupations (SOC2020)","Numerator",,"Q","F"
"2015-12","E08000021","% all in employment who are - 5: skilled trades occupations (SOC2020)","Denominator",,"Q","F"
"2015-12","E08000021","% all in employment who are - 5: skilled trades occupations (SOC2020)","Confidence",,"Q","F"
"2015-12","E08000021","% all in employment who are - 6: caring, leisure and other service occupations (SOC2020)","Variable",,"Q","F"
"2015-12","E08000021","% all in employment who are - 6: caring, leisure and other service occupations (SOC2020)","Numerator",,"Q","F"
"2015-12","E08000021","% all in employment who are - 6: caring, leisure and other service occupations (SOC2020)","Denominator",,"Q","F"
"2015-12","E08000021","% all in employment who are - 6: caring, leisure and other service occupations (SOC2020)","Confidence",,"Q","F"
"2015-12","E08000021","% all in employment who are - 7: sales and customer service occupations (SOC2020)","Variable",,"Q","F"
"2015-12","E08000021","% all in employment who are - 7: sales and customer service occupations (SOC2020)","Numerator",,"Q","F"
"2015-12","E08000021","% all in employment who are - 7: sales and customer service occupations (SOC2020)","Denominator",,"Q","F"
"2015-12","E08000021","% all in employment who are - 7: sales and customer service occupations (SOC2020)","Confidence",,"Q","F"
"2015-12","E08000021","% all in employment who are - 8: process, plant and machine operatives (SOC2020)","Variable",,"Q","F"
"2015-12","E08000021","% all in employment who are - 8: process, plant and machine operatives (SOC2020)","Numerator",,"Q","F"
"2015-12","E08000021","% all in employment who are - 8: process, plant and machine operatives (SOC2020)","Denominator",,"Q","F"
"2015-12","E08000021","% all in employment who are - 8: process, plant and machine operatives (SOC2020)","Confidence",,"Q","F"
"2015-12","E08000021","% all in employment who are - 9: elementary occupations (SOC2020)","Variable",,"Q","F"
"2015-12","E08000021","% all in employment who are - 9: elementary occupations (SOC2020)","Numerator",,"Q","F"
"2015-12","E08000021","% all in employment who are - 9: elementary occupations (SOC2020)","Denominator",,"Q","F"
"2015-12","E08000021","% all in employment who are - 9: elementary occupations (SOC2020)","Confidence",,"Q","F"
"2015-12","E08000021","aged 16-64 employment rate - ethnic minority","Variable",50.4,"A","F"
"2015-12","E08000021","aged 16-64 employment rate - ethnic minority","Numerator",14100,"A","F"
"2015-12","E08000021","aged 16-64 employment rate - ethnic minority","Denominator",28000,"A","F"
"2015-12","E08000021","aged 16-64 employment rate - ethnic minority","Confidence",12.8,"A","F"
"2015-12","E08000021","16+ unemployment rate - ethnic minority","Variable",14.6,"A","F"
"2015-12","E08000021","16+ unemployment rate - ethnic minority","Numerator",2500,"A","F"
"2015-12","E08000021","16+ unemployment rate - ethnic minority","Denominator",16900,"A","F"
"2015-12","E08000021","16+ unemployment rate - ethnic minority","Confidence",11.6,"A","F"
"2015-12","E08000021","% of  ethnic minority aged 16-64 who are economically inactive","Variable",40.9,"A","F"
"2015-12","E08000021","% of  ethnic minority aged 16-64 who are economically inactive","Numerator",11500,"A","F"
"2015-12","E08000021","% of  ethnic minority aged 16-64 who are economically inactive","Denominator",28000,"A","F"
"2015-12","E08000021","% of  ethnic minority aged 16-64 who are economically inactive","Confidence",12.6,"A","F"
"2015-12","E08000021","% with RQF4+ - aged 16-64","Variable",,"F","F"
