"DATE","GEOGRAPHY_CODE","GENDER_NAME","AGE_NAME","MEASURE_NAME","OBS_VALUE","OBS_STATUS","OBS_CONF"
"2012-01","E08000021","Total","Aged 50+","Claimant count",1435,"A","F"
"2012-01","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2012-02","E08000021","Total","All categories: Age 16+","Claimant count",10120,"A","F"
"2012-02","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",5.2,"A","F"
"2012-02","E08000021","Total","Age unknown (clerical claims)","Claimant count",30,"A","F"
"2012-02","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2012-02","E08000021","Total","Aged 16-24","Claimant count",3145,"A","F"
"2012-02","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2012-02","E08000021","Total","Aged 25-49","Claimant count",5480,"A","F"
"2012-02","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2012-02","E08000021","Total","Aged 50+","Claimant count",1460,"A","F"
"2012-02","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2012-03","E08000021","Total","All categories: Age 16+","Claimant count",9935,"A","F"
"2012-03","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",5.1,"A","F"
"2012-03","E08000021","Total","Age unknown (clerical claims)","Claimant count",30,"A","F"
"2012-03","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2012-03","E08000021","Total","Aged 16-24","Claimant count",3075,"A","F"
"2012-03","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2012-03","E08000021","Total","Aged 25-49","Claimant count",5420,"A","F"
"2012-03","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2012-03","E08000021","Total","Aged 50+","Claimant count",1405,"A","F"
"2012-03","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2012-04","E08000021","Total","All categories: Age 16+","Claimant count",9800,"A","F"
"2012-04","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",5.1,"A","F"
"2012-04","E08000021","Total","Age unknown (clerical claims)","Claimant count",30,"A","F"
"2012-04","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2012-04","E08000021","Total","Aged 16-24","Claimant count",2955,"A","F"
"2012-04","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2012-04","E08000021","Total","Aged 25-49","Claimant count",5390,"A","F"
"2012-04","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2012-04","E08000021","Total","Aged 50+","Claimant count",1425,"A","F"
"2012-04","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2012-05","E08000021","Total","All categories: Age 16+","Claimant count",9765,"A","F"
"2012-05","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",5.1,"A","F"
"2012-05","E08000021","Total","Age unknown (clerical claims)","Claimant count",35,"A","F"
"2012-05","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2012-05","E08000021","Total","Aged 16-24","Claimant count",2860,"A","F"
"2012-05","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2012-05","E08000021","Total","Aged 25-49","Claimant count",5415,"A","F"
"2012-05","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2012-05","E08000021","Total","Aged 50+","Claimant count",1455,"A","F"
"2012-05","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2012-06","E08000021","Total","All categories: Age 16+","Claimant count",9720,"A","F"
"2012-06","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",5.0,"A","F"
"2012-06","E08000021","Total","Age unknown (clerical claims)","Claimant count",30,"A","F"
"2012-06","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2012-06","E08000021","Total","Aged 16-24","Claimant count",2850,"A","F"
"2012-06","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2012-06","E08000021","Total","Aged 25-49","Claimant count",5395,"A","F"
"2012-06","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2012-06","E08000021","Total","Aged 50+","Claimant count",1450,"A","F"
"2012-06","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2012-07","E08000021","Total","All categories: Age 16+","Claimant count",9640,"A","F"
"2012-07","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",5.0,"A","F"
"2012-07","E08000021","Total","Age unknown (clerical claims)","Claimant count",25,"A","F"
"2012-07","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2012-07","E08000021","Total","Aged 16-24","Claimant count",2890,"A","F"
"2012-07","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2012-07","E08000021","Total","Aged 25-49","Claimant count",5325,"A","F"
"2012-07","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2012-07","E08000021","Total","Aged 50+","Claimant count",1405,"A","F"
"2012-07","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2012-08","E08000021","Total","All categories: Age 16+","Claimant count",9555,"A","F"
"2012-08","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.9,"A","F"
"2012-08","E08000021","Total","Age unknown (clerical claims)","Claimant count",25,"A","F"
"2012-08","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2012-08","E08000021","Total","Aged 16-24","Claimant count",2825,"A","F"
"2012-08","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2012-08","E08000021","Total","Aged 25-49","Claimant count",5285,"A","F"
"2012-08","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2012-08","E08000021","Total","Aged 50+","Claimant count",1415,"A","F"
"2012-08","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2012-09","E08000021","Total","All categories: Age 16+","Claimant count",9625,"A","F"
"2012-09","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",5.0,"A","F"
"2012-09","E08000021","Total","Age unknown (clerical claims)","Claimant count",35,"A","F"
"2012-09","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2012-09","E08000021","Total","Aged 16-24","Claimant count",2850,"A","F"
"2012-09","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2012-09","E08000021","Total","Aged 25-49","Claimant count",5310,"A","F"
"2012-09","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2012-09","E08000021","Total","Aged 50+","Claimant count",1430,"A","F"
"2012-09","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2012-10","E08000021","Total","All categories: Age 16+","Claimant count",9695,"A","F"
"2012-10","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",5.0,"A","F"
"2012-10","E08000021","Total","Age unknown (clerical claims)","Claimant count",30,"A","F"
"2012-10","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2012-10","E08000021","Total","Aged 16-24","Claimant count",2850,"A","F"
"2012-10","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2012-10","E08000021","Total","Aged 25-49","Claimant count",5370,"A","F"
"2012-10","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2012-10","E08000021","Total","Aged 50+","Claimant count",1450,"A","F"
"2012-10","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2012-11","E08000021","Total","All categories: Age 16+","Claimant count",9590,"A","F"
"2012-11","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",5.0,"A","F"
"2012-11","E08000021","Total","Age unknown (clerical claims)","Claimant count",35,"A","F"
"2012-11","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2012-11","E08000021","Total","Aged 16-24","Claimant count",2730,"A","F"
"2012-11","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2012-11","E08000021","Total","Aged 25-49","Claimant count",5380,"A","F"
"2012-11","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2012-11","E08000021","Total","Aged 50+","Claimant count",1445,"A","F"
"2012-11","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2012-12","E08000021","Total","All categories: Age 16+","Claimant count",9630,"A","F"
"2012-12","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",5.0,"A","F"
"2012-12","E08000021","Total","Age unknown (clerical claims)","Claimant count",25,"A","F"
"2012-12","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2012-12","E08000021","Total","Aged 16-24","Claimant count",2710,"A","F"
"2012-12","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2012-12","E08000021","Total","Aged 25-49","Claimant count",5435,"A","F"
"2012-12","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2012-12","E08000021","Total","Aged 50+","Claimant count",1465,"A","F"
"2012-12","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2013-01","E08000021","Total","All categories: Age 16+","Claimant count",9945,"A","F"
"2013-01","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",5.1,"A","F"
"2013-01","E08000021","Total","Age unknown (clerical claims)","Claimant count",20,"A","F"
"2013-01","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2013-01","E08000021","Total","Aged 16-24","Claimant count",2745,"A","F"
"2013-01","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2013-01","E08000021","Total","Aged 25-49","Claimant count",5635,"A","F"
"2013-01","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2013-01","E08000021","Total","Aged 50+","Claimant count",1545,"A","F"
"2013-01","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2013-02","E08000021","Total","All categories: Age 16+","Claimant count",9920,"A","F"
"2013-02","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",5.1,"A","F"
"2013-02","E08000021","Total","Age unknown (clerical claims)","Claimant count",10,"A","F"
"2013-02","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2013-02","E08000021","Total","Aged 16-24","Claimant count",2770,"A","F"
"2013-02","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2013-02","E08000021","Total","Aged 25-49","Claimant count",5600,"A","F"
"2013-02","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2013-02","E08000021","Total","Aged 50+","Claimant count",1535,"A","F"
"2013-02","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2013-03","E08000021","Total","All categories: Age 16+","Claimant count",9780,"A","F"
"2013-03","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",5.0,"A","F"
"2013-03","E08000021","Total","Age unknown (clerical claims)","Claimant count",10,"A","F"
"2013-03","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2013-03","E08000021","Total","Aged 16-24","Claimant count",2765,"A","F"
"2013-03","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2013-03","E08000021","Total","Aged 25-49","Claimant count",5495,"A","F"
"2013-03","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2013-03","E08000021","Total","Aged 50+","Claimant count",1505,"A","F"
"2013-03","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2013-04","E08000021","Total","All categories: Age 16+","Claimant count",9670,"A","F"
"2013-04","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.9,"A","F"
"2013-04","E08000021","Total","Age unknown (clerical claims)","Claimant count",10,"A","F"
"2013-04","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2013-04","E08000021","Total","Aged 16-24","Claimant count",2655,"A","F"
"2013-04","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2013-04","E08000021","Total","Aged 25-49","Claimant count",5465,"A","F"
"2013-04","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2013-04","E08000021","Total","Aged 50+","Claimant count",1540,"A","F"
"2013-04","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2013-05","E08000021","Total","All categories: Age 16+","Claimant count",9475,"A","F"
"2013-05","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.8,"A","F"
"2013-05","E08000021","Total","Age unknown (clerical claims)","Claimant count",15,"A","F"
"2013-05","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2013-05","E08000021","Total","Aged 16-24","Claimant count",2615,"A","F"
"2013-05","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2013-05","E08000021","Total","Aged 25-49","Claimant count",5325,"A","F"
"2013-05","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2013-05","E08000021","Total","Aged 50+","Claimant count",1520,"A","F"
"2013-05","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2013-06","E08000021","Total","All categories: Age 16+","Claimant count",9090,"A","F"
"2013-06","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.6,"A","F"
"2013-06","E08000021","Total","Age unknown (clerical claims)","Claimant count",15,"A","F"
"2013-06","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2013-06","E08000021","Total","Aged 16-24","Claimant count",2450,"A","F"
"2013-06","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2013-06","E08000021","Total","Aged 25-49","Claimant count",5125,"A","F"
"2013-06","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2013-06","E08000021","Total","Aged 50+","Claimant count",1500,"A","F"
"2013-06","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2013-07","E08000021","Total","All categories: Age 16+","Claimant count",8990,"A","F"
"2013-07","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.6,"A","F"
"2013-07","E08000021","Total","Age unknown (clerical claims)","Claimant count",10,"A","F"
"2013-07","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2013-07","E08000021","Total","Aged 16-24","Claimant count",2430,"A","F"
"2013-07","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2013-07","E08000021","Total","Aged 25-49","Claimant count",5095,"A","F"
"2013-07","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2013-07","E08000021","Total","Aged 50+","Claimant count",1460,"A","F"
"2013-07","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2013-08","E08000021","Total","All categories: Age 16+","Claimant count",8850,"A","F"
"2013-08","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.5,"A","F"
"2013-08","E08000021","Total","Age unknown (clerical claims)","Claimant count",5,"A","F"
"2013-08","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2013-08","E08000021","Total","Aged 16-24","Claimant count",2435,"A","F"
"2013-08","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2013-08","E08000021","Total","Aged 25-49","Claimant count",4975,"A","F"
"2013-08","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2013-08","E08000021","Total","Aged 50+","Claimant count",1435,"A","F"
"2013-08","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2013-09","E08000021","Total","All categories: Age 16+","Claimant count",8645,"A","F"
"2013-09","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.4,"A","F"
"2013-09","E08000021","Total","Age unknown (clerical claims)","Claimant count",5,"A","F"
"2013-09","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2013-09","E08000021","Total","Aged 16-24","Claimant count",2450,"A","F"
"2013-09","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2013-09","E08000021","Total","Aged 25-49","Claimant count",4835,"A","F"
"2013-09","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2013-09","E08000021","Total","Aged 50+","Claimant count",1355,"A","F"
"2013-09","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2013-10","E08000021","Total","All categories: Age 16+","Claimant count",8345,"A","F"
"2013-10","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.3,"A","F"
"2013-10","E08000021","Total","Age unknown (clerical claims)","Claimant count",5,"A","F"
"2013-10","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2013-10","E08000021","Total","Aged 16-24","Claimant count",2310,"A","F"
"2013-10","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2013-10","E08000021","Total","Aged 25-49","Claimant count",4690,"A","F"
"2013-10","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2013-10","E08000021","Total","Aged 50+","Claimant count",1340,"A","F"
"2013-10","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2013-11","E08000021","Total","All categories: Age 16+","Claimant count",8165,"A","F"
"2013-11","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.2,"A","F"
"2013-11","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2013-11","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2013-11","E08000021","Total","Aged 16-24","Claimant count",2210,"A","F"
"2013-11","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2013-11","E08000021","Total","Aged 25-49","Claimant count",4625,"A","F"
"2013-11","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2013-11","E08000021","Total","Aged 50+","Claimant count",1330,"A","F"
"2013-11","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2013-12","E08000021","Total","All categories: Age 16+","Claimant count",7960,"A","F"
"2013-12","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.1,"A","F"
"2013-12","E08000021","Total","Age unknown (clerical claims)","Claimant count",5,"A","F"
"2013-12","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2013-12","E08000021","Total","Aged 16-24","Claimant count",2085,"A","F"
"2013-12","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2013-12","E08000021","Total","Aged 25-49","Claimant count",4555,"A","F"
"2013-12","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2013-12","E08000021","Total","Aged 50+","Claimant count",1315,"A","F"
"2013-12","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2014-01","E08000021","Total","All categories: Age 16+","Claimant count",8285,"A","F"
"2014-01","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.2,"A","F"
"2014-01","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2014-01","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2014-01","E08000021","Total","Aged 16-24","Claimant count",2160,"A","F"
"2014-01","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2014-01","E08000021","Total","Aged 25-49","Claimant count",4755,"A","F"
"2014-01","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2014-01","E08000021","Total","Aged 50+","Claimant count",1365,"A","F"
"2014-01","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2014-02","E08000021","Total","All categories: Age 16+","Claimant count",8160,"A","F"
"2014-02","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.1,"A","F"
"2014-02","E08000021","Total","Age unknown (clerical claims)","Claimant count",5,"A","F"
"2014-02","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2014-02","E08000021","Total","Aged 16-24","Claimant count",2140,"A","F"
"2014-02","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2014-02","E08000021","Total","Aged 25-49","Claimant count",4665,"A","F"
"2014-02","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2014-02","E08000021","Total","Aged 50+","Claimant count",1350,"A","F"
"2014-02","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2014-03","E08000021","Total","All categories: Age 16+","Claimant count",7750,"A","F"
"2014-03","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",3.9,"A","F"
"2014-03","E08000021","Total","Age unknown (clerical claims)","Claimant count",5,"A","F"
"2014-03","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2014-03","E08000021","Total","Aged 16-24","Claimant count",2025,"A","F"
"2014-03","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2014-03","E08000021","Total","Aged 25-49","Claimant count",4410,"A","F"
"2014-03","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2014-03","E08000021","Total","Aged 50+","Claimant count",1310,"A","F"
"2014-03","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2014-04","E08000021","Total","All categories: Age 16+","Claimant count",7400,"A","F"
"2014-04","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",3.8,"A","F"
"2014-04","E08000021","Total","Age unknown (clerical claims)","Claimant count",5,"A","F"
"2014-04","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2014-04","E08000021","Total","Aged 16-24","Claimant count",1875,"A","F"
"2014-04","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2014-04","E08000021","Total","Aged 25-49","Claimant count",4230,"A","F"
"2014-04","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2014-04","E08000021","Total","Aged 50+","Claimant count",1290,"A","F"
"2014-04","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2014-05","E08000021","Total","All categories: Age 16+","Claimant count",7000,"A","F"
"2014-05","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",3.6,"A","F"
"2014-05","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2014-05","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2014-05","E08000021","Total","Aged 16-24","Claimant count",1715,"A","F"
"2014-05","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2014-05","E08000021","Total","Aged 25-49","Claimant count",4035,"A","F"
"2014-05","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2014-05","E08000021","Total","Aged 50+","Claimant count",1250,"A","F"
"2014-05","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2014-06","E08000021","Total","All categories: Age 16+","Claimant count",6565,"A","F"
"2014-06","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",3.3,"A","F"
"2014-06","E08000021","Total","Age unknown (clerical claims)","Claimant count",5,"A","F"
"2014-06","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2014-06","E08000021","Total","Aged 16-24","Claimant count",1545,"A","F"
"2014-06","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2014-06","E08000021","Total","Aged 25-49","Claimant count",3825,"A","F"
"2014-06","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2014-06","E08000021","Total","Aged 50+","Claimant count",1190,"A","F"
"2014-06","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2014-07","E08000021","Total","All categories: Age 16+","Claimant count",6340,"A","F"
"2014-07","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",3.2,"A","F"
"2014-07","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2014-07","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2014-07","E08000021","Total","Aged 16-24","Claimant count",1545,"A","F"
"2014-07","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2014-07","E08000021","Total","Aged 25-49","Claimant count",3635,"A","F"
"2014-07","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2014-07","E08000021","Total","Aged 50+","Claimant count",1155,"A","F"
"2014-07","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2014-08","E08000021","Total","All categories: Age 16+","Claimant count",6175,"A","F"
"2014-08","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",3.1,"A","F"
"2014-08","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2014-08","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2014-08","E08000021","Total","Aged 16-24","Claimant count",1520,"A","F"
"2014-08","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2014-08","E08000021","Total","Aged 25-49","Claimant count",3505,"A","F"
"2014-08","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2014-08","E08000021","Total","Aged 50+","Claimant count",1145,"A","F"
"2014-08","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2014-09","E08000021","Total","All categories: Age 16+","Claimant count",6015,"A","F"
"2014-09","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",3.1,"A","F"
